36	36
44	36
34	36
1	36
11	36
7	36
50	36
34	36
36	36
44	36
19	36
39	36
22	36
34	36
37	36
11	36
38	36
7	36
15	36
48	36
3	36
38	36
33	36
16	36
23	36
6	36
50	36
32	36
6	36
45	36
49	36
47	36
36	36
44	36
10	36
44	36
5	36
33	36
15	36
43	36
41	36
13	36
14	36
4	36
21	36
44	36
43	36
38	36
10	36
41	36
14	36
39	36
15	36
26	36
11	36
1	36
34	36
11	36
11	36
43	36
14	36
5	36
39	36
29	36
32	36
33	36
33	36
19	36
39	36
34	36
13	36
49	36
1	36
19	36
50	36
36	36
18	36
17	36
37	36
39	36
18	36
33	36
6	36
15	36
37	36
34	36
42	36
26	36
6	36
41	36
19	36
1	36
14	36
36	36
14	36
1	36
24	36
24	36
34	36
48	36
5	36
14	36
44	36
50	36
39	36
50	36
5	36
28	36
23	36
15	36
15	36
10	36
11	36
18	36
39	36
20	36
34	36
23	36
1	36
25	36
4	36
24	36
10	36
1	36
50	36
15	36
23	36
15	36
23	36
14	36
50	36
48	36
17	36
44	36
16	36
47	36
10	36
5	36
36	36
44	36
25	36
39	36
14	36
23	36
34	36
26	36
14	36
18	36
36	36
25	36
13	36
28	36
50	36
34	36
4	36
37	36
5	36
39	36
5	36
23	36
36	36
44	36
4	36
16	36
32	36
17	36
3	36
33	36
16	36
44	36
25	36
36	44
44	44
34	44
1	44
11	44
7	44
50	44
34	44
36	44
44	44
19	44
39	44
22	44
34	44
37	44
11	44
38	44
7	44
15	44
48	44
3	44
38	44
33	44
16	44
23	44
6	44
50	44
32	44
6	44
45	44
49	44
47	44
36	44
44	44
10	44
44	44
5	44
33	44
15	44
43	44
41	44
13	44
14	44
4	44
21	44
44	44
43	44
38	44
10	44
41	44
14	44
39	44
15	44
26	44
11	44
1	44
34	44
11	44
11	44
43	44
14	44
5	44
39	44
29	44
32	44
33	44
33	44
19	44
39	44
34	44
13	44
49	44
1	44
19	44
50	44
36	44
18	44
17	44
37	44
39	44
18	44
33	44
6	44
15	44
37	44
34	44
42	44
26	44
6	44
41	44
19	44
1	44
14	44
36	44
14	44
1	44
24	44
24	44
34	44
48	44
5	44
14	44
44	44
50	44
39	44
50	44
5	44
28	44
23	44
15	44
15	44
10	44
11	44
18	44
39	44
20	44
34	44
23	44
1	44
25	44
4	44
24	44
10	44
1	44
50	44
15	44
23	44
15	44
23	44
14	44
50	44
48	44
17	44
44	44
16	44
47	44
10	44
5	44
36	44
44	44
25	44
39	44
14	44
23	44
34	44
26	44
14	44
18	44
36	44
25	44
13	44
28	44
50	44
34	44
4	44
37	44
5	44
39	44
5	44
23	44
36	44
44	44
4	44
16	44
32	44
17	44
3	44
33	44
16	44
44	44
25	44
36	34
44	34
34	34
1	34
11	34
7	34
50	34
34	34
36	34
44	34
19	34
39	34
22	34
34	34
37	34
11	34
38	34
7	34
15	34
48	34
3	34
38	34
33	34
16	34
23	34
6	34
50	34
32	34
6	34
45	34
49	34
47	34
36	34
44	34
10	34
44	34
5	34
33	34
15	34
43	34
41	34
13	34
14	34
4	34
21	34
44	34
43	34
38	34
10	34
41	34
14	34
39	34
15	34
26	34
11	34
1	34
34	34
11	34
11	34
43	34
14	34
