197043	213099.25	229155.5	245211.75	261268
1308.875	1347.15625	1385.4375	1423.71875	1462
17293	18316.75	19340.5	20364.25	21388
0	0	0	0	0
0	0	0	0	0
655.375	701.78125	748.1875	794.59375	841
28711.125	27709.09375	26707.0625	25705.03125	24703
0	0	0	0	0
3993.75	4287.8125	4581.875	4875.9375	5170
76.125	107.84375	139.5625	171.28125	203
0	0	0	0	0
343.375	406.03125	468.6875	531.34375	594
589.375	608.28125	627.1875	646.09375	665
784.375	884.53125	984.6875	1084.84375	1185
0	0	0	0	0
11542	12123.25	12704.5	13285.75	13867
8618.75	9067.8125	9516.875	9965.9375	10415
195.375	276.78125	358.1875	439.59375	521
32552.75	33248.0625	33943.375	34638.6875	35334
3338.375	3816.03125	4293.6875	4771.34375	5249
0	0	0	0	0
586.125	830.34375	1074.5625	1318.78125	1563
0	0	0	0	0
1092	1160.75	1229.5	1298.25	1367
0	0	0	0	0
2272.25	2649.4375	3026.625	3403.8125	3781
7309.25	7801.4375	8293.625	8785.8125	9278
0	0	0	0	0
1390	1568.75	1747.5	1926.25	2105
0	0	0	0	0
0	0	0	0	0
532.25	529.4375	526.625	523.8125	521
731.5	788.375	845.25	902.125	959
10.5	14.875	19.25	23.625	28
0	0	0	0	0
0	0	0	0	0
195.375	276.78125	358.1875	439.59375	521
216685	225617.5	234550	243482.5	252415
0	0	0	0	0
194.25	275.1875	356.125	437.0625	518
790.125	914.34375	1038.5625	1162.78125	1287
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
591.25	610.9375	630.625	650.3125	670
637.375	676.28125	715.1875	754.09375	793
2193.25	2311.6875	2430.125	2548.5625	2667
10006.25	10733.4375	11460.625	12187.8125	12915
1274.75	1406.3125	1537.875	1669.4375	1801
255.375	361.78125	468.1875	574.59375	681
25725.5	27518.625	29311.75	31104.875	32898
104722	113014.5	121307	129599.5	137892
0	0	0	0	0
585.875	605.40625	624.9375	644.46875	664
0	0	0	0	0
3249.5	3391.375	3533.25	3675.125	3817
1251.625	1336.46875	1421.3125	1506.15625	1591
36394.875	38435.65625	40476.4375	42517.21875	44558
0	0	0	0	0
6398.5	7104.125	7809.75	8515.375	9221
1616.125	1802.84375	1989.5625	2176.28125	2363
10728.625	11304.71875	11880.8125	12456.90625	13033
195.375	276.78125	358.1875	439.59375	521
3120.625	3512.96875	3905.3125	4297.65625	4690
529.25	635.1875	741.125	847.0625	953
814.75	861.3125	907.875	954.4375	1001
0	0	0	0	0
395.75	478.5625	561.375	644.1875	727
11.625	16.46875	21.3125	26.15625	31
200.25	283.6875	367.125	450.5625	534
591.625	653.96875	716.3125	778.65625	841
0	0	0	0	0
0	0	0	0	0
875.125	1150.59375	1426.0625	1701.53125	1977
854.5	951.375	1048.25	1145.125	1242
35395.125	37663.09375	39931.0625	42199.03125	44467
194.25	275.1875	356.125	437.0625	518
0	0	0	0	0
115.875	164.15625	212.4375	260.71875	309
1274.25	1722.6875	2171.125	2619.5625	3068
4303.125	4516.09375	4729.0625	4942.03125	5155
0	0	0	0	0
7.875	11.15625	14.4375	17.71875	21
10.125	14.34375	18.5625	22.78125	27
535.375	531.78125	528.1875	524.59375	521
15	21.25	27.5	33.75	40
0	0	0	0	0
729.625	806.96875	884.3125	961.65625	1039
0	0	0	0	0
0	0	0	0	0
3460.75	3528.5625	3596.375	3664.1875	3732
232.5	329.375	426.25	523.125	620
86.5	110.875	135.25	159.625	184
2489.875	2706.90625	2923.9375	3140.96875	3358
318.375	451.03125	583.6875	716.34375	849
0	0	0	0	0
1648	1858	2068	2278	2488
0	0	0	0	0
229.125	324.59375	420.0625	515.53125	611
0	0	0	0	0
238.875	338.40625	437.9375	537.46875	637
410.25	581.1875	752.125	923.0625	1094
592.75	600.5625	608.375	616.1875	624
0	0	0	0	0
525.375	524.28125	523.1875	522.09375	521
3759.875	4098.15625	4436.4375	4774.71875	5113
170417	179729.5	189042	198354.5	207667
3514.375	3800.78125	4087.1875	4373.59375	4660
0	0	0	0	0
0	0	0	0	0
72210.625	74887.96875	77565.3125	80242.65625	82920
195.375	276.78125	358.1875	439.59375	521
44603.875	48502.15625	52400.4375	56298.71875	60197
3337.25	3540.6875	3744.125	3947.5625	4151
0	0	0	0	0
773.125	826.09375	879.0625	932.03125	985
42	59.5	77	94.5	112
0	0	0	0	0
826.625	928.96875	1031.3125	1133.65625	1236
394.875	454.40625	513.9375	573.46875	633
80.75	101.0625	121.375	141.6875	162
0	0	0	0	0
4372.125	4618.84375	4865.5625	5112.28125	5359
436.875	618.90625	800.9375	982.96875	1165
1695.875	1994.15625	2292.4375	2590.71875	2889
7237	8188.25	9139.5	10090.75	11042
0	0	0	0	0
4871	5273.5	5676	6078.5	6481
4411.375	4706.53125	5001.6875	5296.84375	5592
4741.625	5642.71875	6543.8125	7444.90625	8346
0	0	0	0	0
342.75	485.5625	628.375	771.1875	914
680.125	736.84375	793.5625	850.28125	907
0	0	0	0	0
5274.625	5499.46875	5724.3125	5949.15625	6174
1276.75	1338.3125	1399.875	1461.4375	1523
289.375	392.03125	494.6875	597.34375	700
85463.625	89384.71875	93305.8125	97226.90625	101148
23261	24533.5	25806	27078.5	28351
47692.375	47492.53125	47292.6875	47092.84375	46893
0	0	0	0	0
1403.25	1479.1875	1555.125	1631.0625	1707
4691.125	4969.09375	5247.0625	5525.03125	5803
167	218.25	269.5	320.75	372
3449.125	3627.09375	3805.0625	3983.03125	4161
0	0	0	0	0
1012168.5	1066072.875	1119977.25	1173881.625	1227786
12902.75	13630.5625	14358.375	15086.1875	15814
163646.5	176119.625	188592.75	201065.875	213539
246211.375	258799.0313	271386.6875	283974.3438	296562
4782.375	5383.78125	5985.1875	6586.59375	7188
947066.125	1035802.844	1124539.563	1213276.281	1302013
88078.125	92242.34375	96406.5625	100570.7813	104735
0	0	0	0	0
168.75	239.0625	309.375	379.6875	450
3625442.5	3893603.125	4161763.75	4429924.375	4698085
19442.125	20337.59375	21233.0625	22128.53125	23024
335352.125	352130.0938	368908.0625	385686.0313	402464
14363.625	16514.71875	18665.8125	20816.90625	22968
4938.25	5257.9375	5577.625	5897.3125	6217
0	0	0	0	0
48428	51284.25	54140.5	56996.75	59853
46272.25	48974.4375	51676.625	54378.8125	57081
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
19928	20793	21658	22523	23388
867.5	1139.375	1411.25	1683.125	1955
6865.875	7165.40625	7464.9375	7764.46875	8064
0	0	0	0	0
13256.75	14320.8125	15384.875	16448.9375	17513
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
20976.875	22478.90625	23980.9375	25482.96875	26985
40451.125	42520.34375	44589.5625	46658.78125	48728
20863.5	21977.875	23092.25	24206.625	25321
0	0	0	0	0
12372.25	13389.4375	14406.625	15423.8125	16441
165.375	234.28125	303.1875	372.09375	441
0	0	0	0	0
7571.5	7840.875	8110.25	8379.625	8649
11095.5	11668.625	12241.75	12814.875	13388
44175	47116.25	50057.5	52998.75	55940
262351	283503.5	304656	325808.5	346961
0	0	0	0	0
20066.75	21467.0625	22867.375	24267.6875	25668
3772.875	4411.15625	5049.4375	5687.71875	6326
823331.625	867046.4688	910761.3125	954476.1563	998191
0	0	0	0	0
30422	32994.5	35567	38139.5	40712
0	0	0	0	0
72628.375	79947.28125	87266.1875	94585.09375	101904
69752	74345.75	78939.5	83533.25	88127
1749.125	2152.09375	2555.0625	2958.03125	3361
30186.375	31945.28125	33704.1875	35463.09375	37222
33716.25	35882.1875	38048.125	40214.0625	42380
1641	1909.75	2178.5	2447.25	2716
26751.75	28414.5625	30077.375	31740.1875	33403
6588.625	7130.96875	7673.3125	8215.65625	8758
348233.875	372672.1563	397110.4375	421548.7188	445987
14626.125	15524.09375	16422.0625	17320.03125	18218
32966.75	35062.0625	37157.375	39252.6875	41348
2221.375	2325.28125	2429.1875	2533.09375	2637
190.875	229.15625	267.4375	305.71875	344
0	0	0	0	0
11491.625	12051.46875	12611.3125	13171.15625	13731
0	0	0	0	0
0	0	0	0	0
33519.25	34898.9375	36278.625	37658.3125	39038
72003	73888	75773	77658	79543
61.875	87.65625	113.4375	139.21875	165
10743.375	11154.78125	11566.1875	11977.59375	12389
87461.125	96309.09375	105157.0625	114005.0313	122853
0	0	0	0	0
125788.375	132303.5313	138818.6875	145333.8438	151849
28664.5	29855.125	31045.75	32236.375	33427
461.75	560.8125	659.875	758.9375	858
49900.25	52967.4375	56034.625	59101.8125	62169
58688.5	62942.875	67197.25	71451.625	75706
5906.375	6240.28125	6574.1875	6908.09375	7242
5985.625	6917.96875	7850.3125	8782.65625	9715
833.5	1100.375	1367.25	1634.125	1901
174054.875	184705.6563	195356.4375	206007.2188	216658
26637.125	28000.09375	29363.0625	30726.03125	32089
36103.625	38132.21875	40160.8125	42189.40625	44218
0	0	0	0	0
28765	30093.75	31422.5	32751.25	34080
1540.625	1761.71875	1982.8125	2203.90625	2425
460695.25	477526.1875	494357.125	511188.0625	528019
0	0	0	0	0
839	1054	1269	1484	1699
0	0	0	0	0
77321	82936	88551	94166	99781
1058.25	1457.9375	1857.625	2257.3125	2657
4431.375	4880.28125	5329.1875	5778.09375	6227
2166.25	2325.9375	2485.625	2645.3125	2805
11237.625	11931.21875	12624.8125	13318.40625	14012
2153.75	2334.0625	2514.375	2694.6875	2875
4037.875	4288.65625	4539.4375	4790.21875	5041
20.25	28.6875	37.125	45.5625	54
245.25	347.4375	449.625	551.8125	654
65686.125	69901.59375	74117.0625	78332.53125	82548
0	0	0	0	0
0	0	0	0	0
2638.5	2904.125	3169.75	3435.375	3701
0	0	0	0	0
1712.375	1963.78125	2215.1875	2466.59375	2718
19968.875	21009.65625	22050.4375	23091.21875	24132
1717.25	2144.4375	2571.625	2998.8125	3426
0	0	0	0	0
93	131.75	170.5	209.25	248
5775.375	5983.03125	6190.6875	6398.34375	6606
1911.375	2016.53125	2121.6875	2226.84375	2332
2643.75	2621.5625	2599.375	2577.1875	2555
40436.125	43462.84375	46489.5625	49516.28125	52543
3522	3599.5	3677	3754.5	3832
48455.875	50545.40625	52634.9375	54724.46875	56814
1190916.125	1254076.594	1317237.063	1380397.531	1443558
17764.875	18913.15625	20061.4375	21209.71875	22358
49656.25	52073.4375	54490.625	56907.8125	59325
84395.5	88021.125	91646.75	95272.375	98898
10107.75	11031.8125	11955.875	12879.9375	13804
872.75	994.3125	1115.875	1237.4375	1359
512.375	643.78125	775.1875	906.59375	1038
0	0	0	0	0
12999.5	13673.875	14348.25	15022.625	15697
20016.625	21877.71875	23738.8125	25599.90625	27461
315	446.25	577.5	708.75	840
3480	3595	3710	3825	3940
1298	1443	1588	1733	1878
3158.875	3283.40625	3407.9375	3532.46875	3657
7739	8077.75	8416.5	8755.25	9094
1839.125	1979.59375	2120.0625	2260.53125	2401
173.25	245.4375	317.625	389.8125	462
0	0	0	0	0
42.375	60.03125	77.6875	95.34375	113
0	0	0	0	0
1612.875	1836.15625	2059.4375	2282.71875	2506
160107.25	165263.1875	170419.125	175575.0625	180731
6236.375	6650.28125	7064.1875	7478.09375	7892
300.375	425.53125	550.6875	675.84375	801
10911.375	11632.78125	12354.1875	13075.59375	13797
14294.25	15648.9375	17003.625	18358.3125	19713
4688.875	5400.90625	6112.9375	6824.96875	7537
23646.375	24572.78125	25499.1875	26425.59375	27352
1398.125	1637.34375	1876.5625	2115.78125	2355
7678.125	8309.84375	8941.5625	9573.28125	10205
257006.625	270286.4688	283566.3125	296846.1563	310126
244.25	301.4375	358.625	415.8125	473
2191	2379.75	2568.5	2757.25	2946
641.5	725.875	810.25	894.625	979
5716.25	5942.1875	6168.125	6394.0625	6620
6705.625	7447.96875	8190.3125	8932.65625	9675
0	0	0	0	0
0	0	0	0	0
6149.625	7383.21875	8616.8125	9850.40625	11084
145984.25	154753.9375	163523.625	172293.3125	181063
8478.875	9287.15625	10095.4375	10903.71875	11712
151.875	215.15625	278.4375	341.71875	405
0	0	0	0	0
15856.625	17440.21875	19023.8125	20607.40625	22191
0	0	0	0	0
15015.25	16163.6875	17312.125	18460.5625	19609
6421.25	6714.6875	7008.125	7301.5625	7595
0	0	0	0	0
950.125	1131.84375	1313.5625	1495.28125	1677
40.5	57.375	74.25	91.125	108
0	0	0	0	0
563.25	797.9375	1032.625	1267.3125	1502
0	0	0	0	0
6952.625	7301.21875	7649.8125	7998.40625	8347
1324.125	1729.59375	2135.0625	2540.53125	2946
174.75	247.5625	320.375	393.1875	466
194.875	230.65625	266.4375	302.21875	338
1133.875	1208.40625	1282.9375	1357.46875	1432
1305.125	1548.09375	1791.0625	2034.03125	2277
12902.75	13630.5625	14358.375	15086.1875	15814
6021	6372.25	6723.5	7074.75	7426
906315	983152.5	1059990	1136827.5	1213665
10634.625	12056.96875	13479.3125	14901.65625	16324
4259	4596.5	4934	5271.5	5609
15092.5	16759.375	18426.25	20093.125	21760
14981.375	15825.28125	16669.1875	17513.09375	18357
482.5	555.625	628.75	701.875	775
1947.375	2092.53125	2237.6875	2382.84375	2528
35596.375	38421.53125	41246.6875	44071.84375	46897
614.375	705.78125	797.1875	888.59375	980
17174.75	18520.0625	19865.375	21210.6875	22556
29811.375	32541.53125	35271.6875	38001.84375	40732
9496.875	10378.90625	11260.9375	12142.96875	13025
0	0	0	0	0
1836.875	1972.65625	2108.4375	2244.21875	2380
32433.25	35269.1875	38105.125	40941.0625	43777
0	0	0	0	0
90.75	128.5625	166.375	204.1875	242
0	0	0	0	0
